mouse	NN	I
unnecessary	JJ	O
(unless	NN	O
you're	NN	O
gaming)	NN	O
.	.	O

plus	CC	O
it	PRP	O
is	VBZ	O
small	JJ	O
and	CC	O
reasonably	RB	O
light	VBD	O
so	RB	O
i	JJ	O
can	MD	O
take	VB	O
it	PRP	O
with	IN	O
me	PRP	O
to	TO	O
and	CC	O
from	IN	O
work	NN	O
.	.	O

i	JJ	O
hate	VBP	O
this	DT	O
one	CD	O
.	.	O

they	PRP	O
were	VBD	O
totally	RB	O
unconcerned	JJ	O
that	IN	O
the	DT	O
computer	NN	O
was	VBD	O
not	RB	O
correctly	RB	O
repaired	VBN	O
in	IN	O
the	DT	O
first	JJ	O
place	NN	O
.	.	O

toshiba	NN	O
does	VBZ	O
not	RB	O
send	VB	O
any	DT	O
one	CD	O
out	RP	O
unless	IN	O
you	PRP	O
have	VBP	O
paid	VBN	O
extra	JJ	O
to	TO	O
have	VB	O
the	DT	O
on	IN	O
site	NN	O
repair	NN	O
done	VBN	O
.	.	O

oh	UH	O
,	,	O
boy	UH	O
!	.	O

but	CC	O
while	IN	O
this	DT	O
is	VBZ	O
one	CD	O
big	JJ	O
advantage	NN	O
(as	NN	O
you	PRP	O
may	MD	O
know	VB	O
from	IN	O
the	DT	O
company	NN	O
s	VBD	O
recent	JJ	O
commercials)	NN	O
there	EX	O
are	VBP	O
other	JJ	O
things	NNS	O
to	TO	O
consider	VB	O
before	IN	O
going	VBG	O
with	IN	O
apple	NN	O
.	.	O

i	NN	O
love	VBP	O
the	DT	O
way	NN	O
the	DT	O
entire	JJ	O
suite	NN	B
of	IN	I
software	NN	I
works	VBZ	O
together	RB	O
.	.	O

the	DT	O
speed	NN	B
is	VBZ	O
incredible	JJ	O
and	CC	O
i	JJ	O
am	VBP	O
more	JJR	O
than	IN	O
satisfied	VBN	O
.	.	O

on	IN	O
the	DT	O
bright	JJ	O
side	NN	O
at	IN	O
least	JJS	O
i	JJ	O
wasn't	NN	O
without	IN	O
my	PRP$	O
laptop	NN	O
for	IN	O
long	RB	O
this	DT	O
time	NN	O
!	.	O

this	DT	O
laptop	JJ	O
meets	NNS	O
every	DT	O
expectation	NN	O
and	CC	O
windows	VBZ	B
7	CD	I
is	VBZ	O
great	JJ	O
!	.	O

that's	VB	O
how	WRB	O
frustrating	JJ	O
it	PRP	O
was	VBD	O
.	.	O

i	NN	O
can	MD	O
barely	RB	O
use	VB	O
any	DT	O
usb	JJ	B
devices	NNS	I
because	IN	O
they	PRP	O
will	MD	O
not	RB	O
stay	VB	O
connected	VBN	O
properly	RB	O
.	.	O

the	DT	O
one	CD	O
down	JJ	O
side	NN	O
to	TO	O
it	PRP	O
is	VBZ	O
that	IN	O
when	WRB	O
i	JJ	O
play	VBP	O
a	DT	O
certin	JJ	O
game	NN	O
on	IN	O
here	RB	O
,	,	O
it	PRP	O
tends	VBZ	O
to	TO	O
freeze	VB	O
up	RP	O
sometimes	RB	O
,	,	O
but	CC	O
thats	VBZ	O
the	DT	O
only	RB	O
bad	JJ	O
thing	NN	O
about	IN	O
this	DT	O
computer	NN	O
.	.	O

no	DT	O
backlit	JJ	O
keyboard	NN	B
,	,	O
but	CC	O
not	RB	O
an	DT	O
issue	NN	O
for	IN	O
me	PRP	O
.	.	O

when	WRB	O
i	NN	O
finally	RB	O
had	VBD	O
everything	NN	O
running	VBG	O
with	IN	O
all	DT	O
my	PRP$	O
software	NN	B
installed	VBN	O
i	RB	O
plugged	VBN	O
in	IN	O
my	PRP$	O
droid	NN	O
to	TO	O
recharge	VB	O
and	CC	O
the	DT	O
system	NN	B
crashed	VBD	O
.	.	O

i	NN	O
can't	VBD	O
even	RB	O
turn	VB	O
it	PRP	O
off	RP	O
.	.	O

one	CD	O
suggestion	NN	O
i	NN	O
do	VBP	O
have	VB	O
,	,	O
is	VBZ	O
to	TO	O
not	RB	O
bother	VB	O
getting	VBG	O
microsoft	JJ	B
office	NN	I
for	IN	I
the	DT	I
mac	NN	I
expecting	VBG	O
it	PRP	O
will	MD	O
work	VB	O
just	RB	O
like	IN	O
you	PRP	O
knew	VBD	O
it	PRP	O
to	TO	O
on	IN	O
a	DT	O
pc	NN	O
.	.	O

pairing	VBG	O
it	PRP	O
with	IN	O
an	DT	O
iphone	NN	O
is	VBZ	O
a	DT	O
pure	JJ	O
pleasure	NN	O
talk	NN	O
about	IN	O
painless	NN	O
syncing	VBG	B
used	VBN	O
to	TO	O
take	VB	O
me	PRP	O
forever	RB	O
now	RB	O
it's	VBZ	O
a	DT	O
snap	NN	O
.	.	O

i	NN	O
shopped	VBD	O
around	IN	O
before	IN	O
buying	NN	O
.	.	O

i	NN	O
also	RB	O
got	VBD	O
the	DT	O
added	JJ	O
bonus	NN	O
of	IN	O
a	DT	O
30"	CD	B
hd	NN	I
monitor	NN	I
,	,	O
which	WDT	O
really	RB	O
helps	VBZ	O
to	TO	O
extend	VB	O
my	PRP$	O
screen	NN	B
and	CC	O
keep	VB	O
my	PRP$	O
eyes	NNS	O
fresh	JJ	O
!	.	O

would	MD	O
do	VB	O
business	NN	O
again	RB	O
.	.	O

the	DT	O
machine	NN	O
is	VBZ	O
slow	JJ	O
to	TO	O
boot	VB	B
up	RP	I
and	CC	O
occasionally	RB	O
crashes	NNS	O
completely	RB	O
.	.	O

after	IN	O
paying	VBG	O
several	JJ	O
hundred	CD	O
dollars	NNS	O
for	IN	O
this	DT	O
service	NN	B
,	,	O
it	PRP	O
is	VBZ	O
frustrating	VBG	O
that	IN	O
you	PRP	O
cannot	VBP	O
get	VB	O
help	NN	O
after	IN	O
hours	NNS	O
.	.	O

i	NN	O
have	VBP	O
had	VBN	O
the	DT	O
luxury	NN	O
(sarcasm)	NNP	O
of	IN	O
owning	VBG	O
2	CD	O
of	IN	O
these	DT	O
laptops	NNS	O
.	.	O

what	WP	O
a	DT	O
waste	NN	O
.	.	O

it	PRP	O
was	VBD	O
a	DT	O
total	JJ	O
dhell	NN	O
experience	NN	O
that	IN	O
i	NN	O
will	MD	O
never	RB	O
repeat	VB	O
.	.	O

there	EX	O
are	VBP	O
a	DT	O
few	JJ	O
flaws	NNS	O
as	RB	O
well	RB	O
that	IN	O
i	NN	O
noticed	VBD	O
.	.	O

completely	RB	O
worth	JJ	O
every	DT	O
single	JJ	O
penny	NN	O
dime	NN	O
and	CC	O
nickel	NN	O
.	.	O

i	NN	O
tried	VBD	O
to	TO	O
upgrade	VB	O
it	PRP	O
to	TO	O
a	DT	O
newer	JJR	O
version	NN	O
a	DT	O
couple	NN	O
of	IN	O
months	NNS	O
ago	IN	O
and	CC	O
i	VB	O
still	RB	O
have	VBP	O
the	DT	O
same	JJ	O
problem	NN	O
.	.	O

i	NN	O
did	VBD	O
have	VB	O
to	TO	O
replace	VB	O
the	DT	O
battery	NN	B
once	RB	O
,	,	O
but	CC	O
that	DT	O
was	VBD	O
only	RB	O
a	DT	O
couple	JJ	O
months	NNS	O
ago	RB	O
and	CC	O
it's	RB	O
been	VBN	O
working	VBG	O
perfect	JJ	O
ever	RB	O
since	IN	O
.	.	O

:	:	O
)	)	O
in	IN	O
the	DT	O
past	JJ	O
four	CD	O
years	NNS	O
i've	RB	O
had	VBD	O
it	PRP	O
i	RB	O
have	VBP	O
never	RB	O
once	RB	O
gotten	VB	O
a	DT	O
virus	NN	O
.	.	O

i	NN	O
love	VBP	O
the	DT	O
operating	NN	B
system	NN	I
and	CC	O
the	DT	O
preloaded	JJ	B
software	NN	I
.	.	O

they	PRP	O
were	VBD	O
great	JJ	O
in	IN	O
handling	VBG	O
this	DT	O
problem	NN	O
,	,	O
and	CC	O
i'm	VB	O
looking	VBG	O
forward	RB	O
in	IN	O
purchasing	VBG	O
additonal	JJ	O
products	NNS	O
from	IN	O
them	PRP	O
in	IN	O
the	DT	O
future	NN	O
.	.	O

i've	NN	O
tried	VBD	O
going	VBG	O
back	RB	O
to	TO	O
xl	VB	O
but	CC	O
there	EX	O
still	RB	O
problems	NNS	O
.	.	O

the	DT	O
best	JJS	O
thing	NN	O
about	IN	O
this	DT	O
laptop	NN	O
is	VBZ	O
the	DT	O
price	NN	B
along	IN	O
with	IN	O
some	DT	O
of	IN	O
the	DT	O
newer	NN	O
features	NNS	B
.	.	O

after	IN	O
numerous	JJ	O
attempts	NNS	O
of	IN	O
trying	VBG	O
(including	VBG	O
setting	VBG	O
the	DT	O
clock	NN	B
in	IN	I
bios	NNS	I
setup	JJ	I
directly)	NN	O
,	,	O
i	NN	O
gave	VBD	O
up(i	JJ	O
am	VBP	O
a	DT	O
techie)	NN	O
.	.	O

you	PRP	O
will	MD	O
not	RB	O
be	VB	O
able	JJ	O
to	TO	O
talk	VB	O
to	TO	O
an	DT	O
american	JJ	O
warranty	NN	B
service	NN	I
is	VBZ	O
out	IN	O
of	IN	O
country	NN	O
.	.	O

but	CC	O
it	PRP	O
may	MD	O
be	VB	O
potentially	RB	O
hundreds	NNS	O
or	CC	O
thousands	NNS	O
in	IN	O
the	DT	O
near	JJ	O
future	NN	O
.	.	O

has	VBZ	O
met	VBN	O
or	CC	O
exceeded	VBN	O
my	PRP$	O
needs	NNS	O
for	IN	O
a	DT	O
compact	JJ	O
travel	NN	O
device	NN	O
.	.	O

but	CC	O
now	RB	O
i	VBP	O
have	VBP	O
realized	VBN	O
its	PRP$	O
a	DT	O
problem	NN	O
with	IN	O
this	DT	O
brand	NN	B
.	.	O

it	PRP	O
cannot	VBZ	O
save	VB	O
the	DT	O
correct	NN	O
date	NN	O
and	CC	O
time	NN	O
i	NN	O
set	VBN	O
.	.	O

i	NN	O
sent	VBD	O
it	PRP	O
back	RB	O
to	TO	O
toshiba	VB	O
twice	RB	O
they	PRP	O
covered	VBD	O
it	PRP	O
under	IN	O
the	DT	O
warranty	NN	B
.	.	O

and	CC	O
this	DT	O
isn't	NN	O
just	RB	O
my	PRP$	O
one	CD	O
experine	NN	O
.	.	O

they	PRP	O
sent	VBD	O
me	PRP	O
a	DT	O
replacement	NN	O
part	NN	O
and	CC	O
without	IN	O
informing	VBG	O
me	PRP	O
are	VBP	O
requiring	VBG	O
that	IN	O
i	JJ	O
return	VBP	O
it	PRP	O
within	IN	O
15	CD	O
days	NNS	O
or	CC	O
contact	VB	O
them	PRP	O
and	CC	O
let	VB	O
them	PRP	O
know	VB	O
the	DT	O
broken	JJ	O
part	NN	O
will	MD	O
be	VB	O
returned	VBN	O
later	RB	O
.	.	O

i	NN	O
was	VBD	O
looking	VBG	O
for	IN	O
a	DT	O
mac	NN	O
which	WDT	O
is	VBZ	O
portable	JJ	O
and	CC	O
has	VBZ	O
all	PDT	O
the	DT	O
features	NNS	B
that	IN	O
i	NN	O
was	VBD	O
looking	VBG	O
for	IN	O
.	.	O

i	NN	O
would	MD	O
highly	RB	O
recommend	VB	O
this	DT	O
one	CD	O
to	TO	O
my	PRP$	O
friends	NNS	O

i	NN	O
honestly	RB	O
love	VB	O
my	PRP$	O
mac	NN	O
,	,	O
thats	VBZ	O
why	WRB	O
i	JJ	O
am	VBP	O
a	DT	O
self	NN	O
proclaimed	VBN	O
mac	JJ	O
addict	NN	O
.	.	O

and	CC	O
these	DT	O
are	VBP	O
some	DT	O
reasons	NNS	O
you	PRP	O
should	MD	O
get	VB	O
a	DT	O
macbook	NN	O
pro	NN	O
.	.	O

also	RB	O
kinda	VBZ	O
loud	JJ	O
when	WRB	O
the	DT	O
fan	NN	B
was	VBD	O
running	VBG	O
.	.	O

in	IN	O
desparation	NN	O
,	,	O
i	NN	O
called	VBD	O
their	PRP$	O
customer	NN	B
service	NN	I
number	NN	I
and	CC	O
was	VBD	O
told	VBN	O
that	IN	O
my	PRP$	O
warranty	NN	B
had	VBD	O
expired	VBN	O
(2	NNP	O
days	NNS	O
old)	RB	O
and	CC	O
that	IN	O
the	DT	O
priviledge	NN	O
of	IN	O
talking	VBG	B
to	TO	I
a	DT	I
technician	NN	I
would	MD	O
cost	VB	O
me	PRP	O
("have	VB	O
your	PRP$	O
credit	NN	O
card	NN	O
ready")	NN	O
.	.	O

i	NN	O
purchased	VBD	O
this	DT	O
laptop	NN	O
while	IN	O
on	IN	O
a	DT	O
business	NN	O
trip	NN	O
to	TO	O
keep	VB	O
up	RP	O
with	IN	O
my	PRP$	O
email	NN	O
.	.	O

there	RB	O
also	RB	O
seemed	VBD	O
to	TO	O
be	VB	O
a	DT	O
problem	NN	O
with	IN	O
the	DT	O
hard	JJ	B
disc	NN	I
as	IN	O
certain	JJ	O
times	NNS	O
windows	VBP	B
loads	NNS	O
but	CC	O
claims	NNS	O
to	TO	O
not	RB	O
be	VB	O
able	JJ	O
to	TO	O
find	VB	O
any	DT	O
drivers	NNS	B
or	CC	O
files	NNS	O
.	.	O

drivers	NNS	B
updated	VBD	O
ok	JJ	O
but	CC	O
the	DT	O
bios	NNS	B
update	VBP	I
froze	VB	O
the	DT	O
system	NN	B
up	RB	O
and	CC	O
the	DT	O
computer	NN	O
shut	VBD	O
down	RB	O
.	.	O

they	PRP	O
lost	VBD	O
my	PRP$	O
laptop	NN	O
for	IN	O
a	DT	O
month	NN	O

spent	NN	O
2	CD	O
hours	NNS	O
on	IN	O
phone	NN	O
with	IN	O
hp	JJ	B
technical	JJ	I
support	NN	I
.	.	O

this	DT	O
is	VBZ	O
my	PRP$	O
second	JJ	O
laptop	JJ	O
,	,	O
and	CC	O
it	PRP	O
is	VBZ	O
head	JJ	O
and	CC	O
shoulders	NNS	O
above	IN	O
my	PRP$	O
first	JJ	O
.	.	O

at	IN	O
first	JJ	O
!	.	O

speaking	NN	O
of	IN	O
the	DT	O
browser	NN	B
,	,	O
it	PRP	O
too	RB	O
has	VBZ	O
problems	NNS	O
.	.	O

i	JJ	O
think	VBP	O
just	RB	O
going	VBG	O
from	IN	O
pc	NN	O
to	TO	O
mac	VB	O
has	VBZ	O
gotten	VBN	O
me	PRP	O
totally	RB	O
spoiled	VBD	O
and	CC	O
i	JJ	O
can't	NN	O
imagine	NN	O
ever	RB	O
going	VBG	O
back	RB	O
.	.	O

the	DT	O
keyboard	NN	B
is	VBZ	O
too	RB	O
slick	JJ	O
.	.	O

nightly	RB	O
my	PRP$	O
computer	NN	O
defrags	VBZ	O
itself	PRP	O
and	CC	O
runs	VB	O
a	DT	O
virus	NN	B
scan	NN	I
.	.	O

it's	NNS	O
like	IN	O
9	CD	B
punds	NNS	I
,	,	O
but	CC	O
if	IN	O
you	PRP	O
can	MD	O
look	VB	O
past	IN	O
it	PRP	O
,	,	O
it's	VBZ	O
great	JJ	O
!	.	O

it's	NN	O
just	RB	O
as	IN	O
fast	RB	O
with	IN	O
one	CD	O
program	NN	B
open	JJ	O
as	IN	O
it	PRP	O
is	VBZ	O
with	IN	O
sixteen	JJ	O
open	JJ	O
.	.	O

still	RB	O
under	IN	O
warrenty	NN	B
so	RB	O
called	VBD	O
toshiba	NN	O
,	,	O
no	DT	O
help	NN	O
at	IN	O
all	DT	O
.	.	O

i	NN	O
was	VBD	O
happy	JJ	O
with	IN	O
my	PRP$	O
purchase	NN	O
of	IN	O
a	DT	O
toshiba	NN	O
satellite	NN	O
l305d	NN	O
s5934	JJ	O
laptop	JJ	O
until	IN	O
it	PRP	O
came	VBD	O
time	NN	O
to	TO	O
have	VB	O
it	PRP	O
repaired	VBN	O
under	IN	O
the	DT	O
toshiba	JJ	B
warranty	NN	I
.	.	O

i	NN	O
love	VBP	O
it	PRP	O
!	.	O

amazing	JJ	O
quality	NN	B
!	.	O

the	DT	O
fact	NN	O
that	IN	O
you	PRP	O
can	MD	O
spend	VB	O
over	RP	O
$100	NNP	O
on	IN	O
just	RB	O
a	DT	O
webcam	NN	B
underscores	VBZ	O
the	DT	O
value	NN	B
of	IN	O
this	DT	O
machine	NN	O
.	.	O

i	NN	O
mainly	RB	O
use	VBP	O
it	PRP	O
for	IN	O
email	NN	O
,	,	O
internet	NN	B
,	,	O
and	CC	O
managing	VBG	B
personal	JJ	I
files	NNS	I
(pics	NNS	O
,	,	O
vids	NNS	O
,	,	O
etc	FW	O
.	.	O
)	)	O
.	.	O

a	DT	O
month	NN	O
or	CC	O
so	RB	O
ago	RB	O
,	,	O
the	DT	O
freaking	VBG	O
motherboard	NN	B
just	RB	O
died	VBN	O
.	.	O

the	DT	O
system	NN	B
it	PRP	O
comes	VBZ	O
with	IN	O
does	VBZ	O
not	RB	O
work	VB	O
properly	RB	O
,	,	O
so	RB	O
when	WRB	O
trying	VBG	O
to	TO	O
fix	VB	O
the	DT	O
problems	NNS	O
with	IN	O
it	PRP	O
it	PRP	O
started	VBD	O
not	RB	O
working	VBG	O
at	IN	O
all	DT	O
.	.	O

then	RB	O
after	IN	O
4	CD	O
or	CC	O
so	RB	O
months	NNS	O
the	DT	O
charger	NN	B
stopped	VBD	O
working	VBG	O
so	RB	O
i	JJ	O
was	VBD	O
forced	VBN	O
to	TO	O
go	VB	O
out	RP	O
and	CC	O
buy	VB	O
new	JJ	O
hardware	NN	B
just	RB	O
to	TO	O
keep	VB	O
this	DT	O
computer	NN	O
running	VBG	O
.	.	O

i	NN	O
took	VBD	O
it	PRP	O
back	RP	O
to	TO	O
best	JJS	O
buy	VB	O
where	WRB	O
they	PRP	O
were	VBD	O
so	RB	O
helpful	JJ	O
and	CC	O
immediately	RB	O
gave	VBD	O
me	PRP	O
a	DT	O
new	JJ	O
one	CD	O
.	.	O

if	IN	O
you	PRP	O
had	VBD	O
pc	VBN	O
for	IN	O
four	CD	O
years	NNS	O
i	RB	O
can	MD	O
almost	RB	O
gaurentee	VB	O
that	IN	O
something	NN	O
would	MD	O
of	IN	O
gone	VBN	O
wrong	JJ	O
by	IN	O
now	RB	O
,	,	O
maybe	RB	O
even	RB	O
forcing	VBG	O
you	PRP	O
to	TO	O
replace	VB	O
your	PRP$	O
entire	JJ	O
computer	NN	O
.	.	O

*2	JJ	O
weeks	NNS	O
after	IN	O
giving	VBG	O
the	DT	O
computer	NN	O
for	IN	O
repair*	NN	O
called	VBN	O
headquarters	NNS	O
,	,	O
they	PRP	O
report	VBP	O
that	IN	O
they	PRP	O
have	VBP	O
not	RB	O
looked	VBN	O
at	IN	O
it	PRP	O
yet	RB	O
but	CC	O
it	PRP	O
is	VBZ	O
"on	JJ	O
the	DT	O
top	NN	O
of	IN	O
the	DT	O
stack"	NN	O
.	.	O

this	DT	O
machine	NN	O
delivers	NNS	O
.	.	O

then	RB	O
2	CD	O
of	IN	O
my	PRP$	O
nephews	NNS	O
were	VBD	O
going	VBG	O
into	IN	O
music	NN	O
and	CC	O
both	DT	O
fell	VBD	O
in	IN	O
love	NN	O
with	IN	O
the	DT	O
macbook	NN	O
pro	NN	O
.	.	O

i	NN	O
complain	NN	O
again	RB	O
.	.	O
.	.	O
.	.	O

this	DT	O
laptop	NN	O
is	VBZ	O
insane	JJ	O
!	.	O
!	.	O
!	.	O

if	IN	O
a	DT	O
website	JJ	O
ever	RB	O
freezes	VBZ	O
(which	NNP	O
is	VBZ	O
rare)	JJ	O
,	,	O
its	PRP$	O
really	RB	O
easy	JJ	O
to	TO	O
force	VB	B
quit	NN	I
.	.	O

it	PRP	O
does	VBZ	O
run	VB	O
a	DT	O
little	JJ	O
warm	JJ	O
but	CC	O
that	DT	O
is	VBZ	O
a	DT	O
negligible	JJ	O
concern	NN	O
.	.	O

it	PRP	O
rarely	RB	O
works	VBZ	B
and	CC	O
when	WRB	O
it	PRP	O
does	VBZ	O
it's	VB	O
incredibly	RB	O
slow	JJ	O
.	.	O

i	NN	O
also	RB	O
enjoy	VBP	O
the	DT	O
fact	NN	O
that	IN	O
my	PRP$	O
macbook	NN	O
pro	JJ	O
laptop	JJ	O
allows	NNS	O
me	PRP	O
to	TO	O
run	VB	O
windows	RB	B
7	CD	I
on	IN	O
it	PRP	O
by	IN	O
using	VBG	O
the	DT	O
vmware	NN	B
program	NN	I
.	.	O

it's	NNS	O
so	RB	O
much	RB	O
easier	JJR	O
to	TO	O
navigate	VB	B
through	IN	O
the	DT	O
operating	NN	B
system	NN	I
,	,	O
to	TO	O
find	VB	B
files	NNS	I
,	,	O
and	CC	O
it	PRP	O
runs	VBZ	B
a	DT	O
lot	NN	O
faster	RBR	O
!	.	O

purchased	VBN	O
a	DT	O
toshiba	JJ	O
lap	NN	O
top	NN	O
it	PRP	O
worked	VBD	O
good	JJ	O
until	IN	O
just	RB	O
after	IN	O
the	DT	O
warrenty	NN	B
went	VBD	O
out	RP	O
.	.	O

i	NN	O
always	RB	O
swore	RB	O
by	IN	O
pcs	NNS	O
and	CC	O
would	MD	O
never	RB	O
consider	VB	O
a	DT	O
mac	NN	O
.	.	O

what	WP	O
an	DT	O
elegant	JJ	O
,	,	O
wonderful	JJ	O
machine	NN	O
.	.	O

this	DT	O
is	VBZ	O
now	RB	O
my	PRP$	O
3rd	CD	O
macbook	NN	O
pro	JJ	O
and	CC	O
i	JJ	O
really	RB	O
honestly	RB	O
love	VB	O
it	PRP	O
!	.	O

for	IN	O
2	CD	O
months	NNS	O
.	.	O

i	RB	O
wanted	VBD	O
to	TO	O
purchase	VB	O
the	DT	O
extended	JJ	B
warranty	NN	I
and	CC	O
they	PRP	O
refused	VBD	O
,	,	O
because	IN	O
they	PRP	O
knew	VBD	O
it	PRP	O
was	VBD	O
trouble	NN	O
.	.	O

do	VB	O
you	PRP	O
ever	RB	O
think	VBP	O
hp	NNS	O
would	MD	O
do	VB	O
that	DT	O
?	.	O
never	RB	O
!	.	O

we	PRP	O
upgraded	VBD	O
the	DT	O
memory	NN	B
to	TO	O
four	CD	O
gigabytes	NNS	O
in	IN	O
order	NN	O
to	TO	O
take	VB	O
